datetime,pilEAUte-Primary settling tank influent-FIT_100-Flowrate (Liquid),pilEAUte-Pilote influent-FIT_110-Flowrate (Liquid),pilEAUte-Copilote influent-FIT_120-Flowrate (Liquid),pilEAUte-Primary settling tank effluent-Ammo_005-NH4_N,pilEAUte-Primary settling tank effluent-Ammo_005-K,pilEAUte-Primary settling tank effluent-Ammo_005-Temperature,pilEAUte-Primary settling tank effluent-Ammo_005-pH,pilEAUte-Primary settling tank effluent-Spectro_010-TSS,pilEAUte-Primary settling tank effluent-Spectro_010-COD,pilEAUte-Primary settling tank effluent-Spectro_010-CODf,pilEAUte-Primary settling tank effluent-Spectro_010-NO3_N,pilEAUte-Pilote effluent-Varion_002-NH4_N,pilEAUte-Pilote effluent-Varion_002-NO3_N,pilEAUte-copilote effluent-Varion_001-NH4_N,pilEAUte-copilote effluent-Varion_001-NO3_N,pilEAUte-Pilote reactor 5-FIT_430-Flowrate (Gas),pilEAUte-copilote reactor 5-FIT_460-Flowrate (Gas),pilEAUte-Pilote reactor 4-AIT_241-DO,pilEAUte-copilote reactor 4-AIT_341-DO,pilEAUte-Pilote reactor 5-AIT_250-TSS,pilEAUte-copilote reactor 5-AIT_350-TSS,pilEAUte-Pilote sludge recycle-AIT_260-TSS,pilEAUte-Copilote sludge recycle-AIT_360-TSS,pilEAUte-Pilote effluent-TurbR200-Turbidity,pilEAUte-copilote effluent-TurbR300-Turbidity
2020-03-04 09:23:00,,,,18.05,6.2,10.4,7.3,0.05948,0.27982799999999997,0.072368,0.0,0.0008767049908638,0.011713700294494629,0.003427190065383911,0.005743589878082276,,,,,,,,,,0.004387760069221258
2020-03-04 09:23:27,0.00030552082591586645,0.000138854185740153,0.00013859377966986763,,,,,,,,,,,,,0.0,0.0047666666666666664,8.541107177734375e-05,0.0005464649200439453,3.4532119140625,3.6024619140625,8.1730390625,7.294453125,,
2020-03-04 09:24:00,,,,17.89,6.2,10.4,7.3,0.05907899999999999,0.26558,0.062667,0.0,0.0008743659853935242,0.011712800025939942,0.0034100799560546876,0.005759029865264892,,,,,,,,,,0.004380620084702969
2020-03-04 09:24:27,0.0003051561779446072,0.00013911459181043838,0.000138854185740153,,,,,,,,,,,,,0.0,0.0035,7.972335815429688e-05,0.000578134536743164,3.3903720703125,3.5452529296875,8.006,7.225896484375,,
2020-03-04 09:25:00,,,,17.75,6.2,10.4,7.3,0.055716999999999996,0.275955,0.06646099999999999,0.0,0.000869605004787445,0.011745800018310546,0.003407789945602417,0.005725419998168945,,,,,,,,,,0.004299260210245848
2020-03-04 09:25:27,0.0003064062860276964,0.00013890624046325684,0.00013859377966986763,,,,,,,,,,,,,0.0,0.005383333333333334,7.702445983886719e-05,0.0005875949859619141,3.1812890625,3.643607421875,8.01619921875,6.95806640625,,
2020-03-04 09:26:00,,,,17.94,6.3,10.4,7.3,0.053511,0.264812,0.07096,0.0,0.0008672729730606079,0.011777600288391114,0.003397939920425415,0.00572495985031128,,,,,,,,,,0.004287660121917725
2020-03-04 09:26:27,0.0003063540988498264,0.00013880213101704914,0.00013890624046325684,,,,,,,,,,,,,0.0,0.0021999979654947917,7.59716033935547e-05,0.0006470699310302734,3.4991845703125,3.5357109375,8.2392109375,7.493544921875,,
2020-03-04 09:27:00,,,,17.72,6.3,10.4,7.31,0.058858999999999995,0.268382,0.060085,0.0,0.0008626329898834228,0.01180780029296875,0.0033882200717926026,0.005724040031433106,,,,,,,,,,0.004382930230349302
2020-03-04 09:27:27,0.0003057812319861518,0.00013864583439297148,0.00013911459181043838,,,,,,,,,,,,,0.0,0.0028333333333333335,7.504844665527344e-05,0.00048218536376953125,3.4782958984375,3.5747216796875,8.620109375,6.8602109375,,
2020-03-04 09:28:00,,,,17.49,6.2,10.4,7.31,0.052365,0.27000799999999997,0.06658199999999999,0.0,0.0008603100180625916,0.011839400291442871,0.003395699977874756,0.005691050052642822,,,,,,,,,,0.004387869965285063
2020-03-04 09:28:27,0.00030588547388712566,0.00013895829518636069,0.0001391666465335422,,,,,,,,,,,,,0.0,0.004083331298828125,7.46002197265625e-05,0.0005163726806640625,3.5931103515625,3.6165625,8.57699609375,7.55578125,,
2020-03-04 09:29:00,,,,17.58,6.3,10.4,7.32,0.054398,0.26232099999999997,0.06372,0.0,0.0008580359816551208,0.011837200164794922,0.003368910074234009,0.005721980094909668,,,,,,,,,,0.004402920138090849
2020-03-04 09:29:27,0.00030567712253994414,0.00013895829518636069,0.00013890624046325684,,,,,,,,,,,,,0.0,0.00405,7.415962219238281e-05,0.0005019416809082031,3.55143359375,3.53466015625,8.32519921875,7.154912109375,,
2020-03-04 09:30:00,,,,17.65,6.3,10.4,7.32,0.056372,0.267674,0.07406,0.0,0.0008557869791984558,0.011864899635314941,0.003353339910507202,0.00575393009185791,,,,,,,,,,0.0042772297747433186
2020-03-04 09:30:27,0.000304843717151218,0.00013895829518636069,0.000138854185740153,,,,,,,,,,,,,0.0,0.003916664632161458,7.39765167236328e-05,0.0005376472473144531,3.51514453125,3.6095703125,8.082234375,7.284287109375,,
2020-03-04 09:31:00,,,,17.67,6.3,10.4,7.32,0.051952,0.26831299999999997,0.064418,0.0,0.0008534870147705078,0.011864199638366699,0.003325400114059448,0.0057696599960327145,,,,,,,,,,0.004249849822372198
2020-03-04 09:31:27,0.0003051561779446072,0.00013864583439297148,0.0001386978891160753,,,,,,,,,,,,,0.0,0.0024666666666666665,7.380867004394532e-05,0.0005842971801757812,3.564142578125,3.5998291015625,8.0647265625,7.45834765625,,
2020-03-04 09:32:00,,,,17.95,6.4,10.4,7.31,0.057087,0.2788,0.06979899999999999,0.0,0.0008535529971122742,0.011861100196838378,0.0033340299129486083,0.005719419956207276,,,,,,,,,,0.004167609848082066
2020-03-04 09:32:27,0.00030572917726304796,0.00013906253708733453,0.00013880213101704914,,,,,,,,,,,,,0.0,0.0017499979654947916,7.346725463867188e-05,0.0005538368225097656,3.312033203125,3.6186865234375,8.17696875,8.89673046875,,
2020-03-04 09:33:00,,,,17.94,6.4,10.4,7.32,0.060171999999999996,0.270276,0.06796600000000001,0.0,0.0008489630222320557,0.011892600059509277,0.0033245599269866944,0.005734809875488281,,,,,,,,,,0.004165079910308123
2020-03-04 09:33:27,0.00030526041984558106,0.00013895829518636069,0.00013927088843451605,,,,,,,,,,,,,0.015,0.000783331298828125,7.355690002441406e-05,0.0005440425872802735,3.4696591796875,3.6101220703125,7.908953125,7.565947265625,,
2020-03-04 09:34:00,,,,17.78,6.3,10.4,7.32,0.049766000000000005,0.26749599999999996,0.063509,0.0,0.0008444529771804809,0.011888099670410155,0.0033149299621582032,0.005718039989471436,,,,,,,,,,0.004267539829015732
2020-03-04 09:34:27,0.0003054687711927626,0.00013890624046325684,0.00013875007629394532,,,,,,,,,,,,,0.015,0.0027999979654947916,0.00021147537231445312,0.0005176353454589843,3.81416015625,3.6041005859375,7.957546875,7.27185546875,,
2020-03-04 09:35:00,,,,17.74,6.3,10.4,7.31,0.058142,0.27448,0.058582999999999996,0.0,0.0008402259945869446,0.011905699729919434,0.0032888100147247315,0.00574931001663208,,,,,,,,,,0.0042592198587954044
2020-03-04 09:35:27,0.00030520836512247724,0.000138854185740153,0.00013895829518636069,,,,,,,,,,,,,0.010966664632161458,0.0018166646321614583,0.0006239509582519531,0.0004875392913818359,3.927447265625,3.519111328125,8.2053203125,7.4119140625,,
2020-03-04 09:36:00,,,,17.56,6.2,10.4,7.32,0.056666,0.265142,0.061651000000000004,0.0,0.000838271975517273,0.011920599937438965,0.0032959299087524413,0.005733280181884765,,,,,,,,,,0.004248090088367462
2020-03-04 09:36:27,0.00030557288063897027,0.0001391666465335422,0.00013906253708733453,,,,,,,,,,,,,0.008366666666666666,0.0024666666666666665,0.00094537353515625,0.0005337677001953125,3.94946875,3.559318359375,8.4416796875,7.096728515625,,
2020-03-04 09:37:00,,,,17.72,6.2,10.4,7.33,0.05176,0.271249,0.074529,0.0,0.0008339629769325256,0.011973400115966797,0.003303299903869629,0.005683249950408935,,,,,,,,,,0.0042256698943674564
2020-03-04 09:37:27,0.00030520836512247724,0.00013901048236423068,0.00013895829518636069,,,,,,,,,,,,,0.006783331298828125,0.0,0.0014301929473876953,0.0004913501739501953,3.91541015625,3.5856953125,8.57667578125,7.51108203125,,
2020-03-04 09:38:00,,,,17.97,6.3,10.4,7.32,0.054568000000000005,0.27455799999999997,0.071831,0.0,0.0008296200037002563,0.011997200012207032,0.0032770800590515136,0.005714809894561768,,,,,,,,,,0.004415739793330431
2020-03-04 09:38:27,0.00030572917726304796,0.00013901048236423068,0.00013890624046325684,,,,,,,,,,,,,0.006783331298828125,0.0030999979654947915,0.0018528385162353517,0.0005676517486572266,3.914802734375,3.5086826171875,8.3558046875,6.9400859375,,
2020-03-04 09:39:00,,,,17.91,6.3,10.4,7.32,0.054563,0.272438,0.07595600000000001,0.0,0.0008253049850463867,0.012020999908447266,0.003260710000991821,0.005729249954223633,,,,,,,,,,0.004277420230209827
2020-03-04 09:39:27,0.00030526041984558106,0.00013875007629394532,0.00013901048236423068,,,,,,,,,,,,,0.006916664632161458,0.002183331298828125,0.0022405319213867187,0.0005663986206054688,3.88503125,3.49037890625,8.2734765625,7.15798828125,,
2020-03-04 09:40:00,,,,17.6,6.2,10.4,7.33,0.051590000000000004,0.259096,0.06645699999999999,0.0,0.0008164209723472596,0.012052000045776367,0.0032608699798583984,0.005696249961853027,,,,,,,,,,0.004281799774616957
2020-03-04 09:40:27,0.00030557288063897027,0.00013906253708733453,0.00013911459181043838,,,,,,,,,,,,,0.008,0.004383331298828125,0.0024331302642822267,0.0005265274047851563,3.876154296875,3.517400390625,8.30373046875,7.234529296875,,
2020-03-04 09:41:00,,,,17.53,6.1,10.4,7.33,0.055778,0.26718200000000003,0.072961,0.0,0.0008120269775390625,0.012148300170898437,0.0032598400115966797,0.005710669994354248,,,,,,,,,,0.004308020230382681
2020-03-04 09:41:27,0.00030567712253994414,0.00013875007629394532,0.00013848953776889378,,,,,,,,,,,,,0.007833331298828124,0.0035833333333333333,0.0024210853576660156,0.0005224151611328125,3.95193359375,3.57366796875,8.339171875,7.27423828125,,
2020-03-04 09:42:00,,,,17.46,6.1,10.4,7.33,0.056361,0.26031099999999996,0.064166,0.0,0.0008032330274581909,0.012211400032043457,0.0032258501052856445,0.005726029872894287,,,,,,,,,,0.0043178400956094265
2020-03-04 09:42:27,0.00030526041984558106,0.00013848953776889378,0.0001386978891160753,,,,,,,,,,,,,0.007466666666666667,0.00105,0.002284648895263672,0.00048220252990722654,3.9203828125,3.545369140625,8.00878125,7.27251953125,,
2020-03-04 09:43:00,,,,17.53,6.1,10.3,7.34,0.052316,0.255618,0.06035100000000001,0.0,0.0007989050149917603,0.012278400421142577,0.0032249600887298583,0.0057083601951599125,,,,,,,,,,0.0041665202006697655
2020-03-04 09:43:27,0.00030562506781684027,0.00013911459181043838,0.00013895829518636069,,,,,,,,,,,,,0.005233333333333334,0.0030166646321614582,0.0020095252990722655,0.00046735572814941406,3.86825,3.4993642578125,8.10462890625,7.26099609375,,
2020-03-04 09:44:00,,,,17.82,6.3,10.4,7.33,0.051671999999999996,0.253701,0.063037,0.0,0.0007923719882965088,0.01237909984588623,0.003215850114822388,0.005722929954528808,,,,,,,,,,0.004141310229897499
2020-03-04 09:44:27,0.00030463536580403646,0.00013890624046325684,0.000138854185740153,,,,,,,,,,,,,0.007933333333333334,0.0027999979654947916,0.001824289321899414,0.0006017532348632813,3.89583203125,3.5494580078125,8.3168203125,7.3870078125,,
2020-03-04 09:45:00,,,,17.91,6.3,10.3,7.33,0.052768,0.26919099999999996,0.06189100000000001,0.0,0.0007859380245208741,0.012445799827575684,0.0032170999050140383,0.005722789764404297,,,,,,,,,,0.004180740099400282
2020-03-04 09:45:27,0.00030520836512247724,0.00013906253708733453,0.00013901048236423068,,,,,,,,,,,,,0.0,0.0016166666666666666,0.0016801490783691405,0.0005749855041503907,3.951875,3.5829931640625,8.49809375,7.0464140625,,
2020-03-04 09:46:00,,,,17.68,6.2,10.3,7.34,0.053341,0.26848400000000006,0.06337699999999999,0.0,0.0007817350029945373,0.012474800109863281,0.003181080102920532,0.005737979888916015,,,,,,,,,,0.004202529788017273
2020-03-04 09:46:27,0.00030510412322150337,0.0001386978891160753,0.00013880213101704914,,,,,,,,,,,,,0.0,0.002916666666666667,0.0014886493682861328,0.0005238933563232422,3.715916015625,3.5438232421875,8.590390625,7.5456640625,,
2020-03-04 09:47:00,,,,17.46,6.1,10.3,7.35,0.05439100000000001,0.27466500000000005,0.067277,0.0,0.0007773399949073792,0.012516400337219239,0.0032230100631713866,0.0056876401901245115,,,,,,,,,,0.004288749769330025
2020-03-04 09:47:27,0.00030588547388712566,0.00013911459181043838,0.00013890624046325684,,,,,,,,,,,,,0.0,0.004383331298828125,0.0009326763153076172,0.0004756202697753906,3.470275390625,3.5386181640625,8.52472265625,6.9075078125,,
2020-03-04 09:48:00,,,,17.43,6.1,10.3,7.34,0.054289,0.27168400000000004,0.074936,0.0,0.0007729430198669434,0.012558600425720216,0.0031802399158477783,0.005735879898071289,,,,,,,,,,0.004271829966455698
2020-03-04 09:48:27,0.00030614587995741105,0.00013890624046325684,0.00013895829518636069,,,,,,,,,,,,,0.0,0.00285,0.000457366943359375,0.00047270774841308595,3.4560791015625,3.6436181640625,8.2668515625,7.29461328125,,
2020-03-04 09:49:00,,,,17.39,6.1,10.3,7.35,0.052654,0.267337,0.070237,0.0,0.0007707099914550781,0.012565999984741212,0.0031550300121307375,0.005750840187072754,,,,,,,,,,0.004213870037347078
2020-03-04 09:49:27,0.00030562506781684027,0.000138854185740153,0.00013859377966986763,,,,,,,,,,,,,0.0,0.0009,0.0002450580596923828,0.0005730171203613281,3.4868154296875,3.526962890625,8.1551796875,7.07984375,,
2020-03-04 09:50:00,,,,17.43,6.1,10.3,7.34,0.056501,0.274614,0.065522,0.0,0.0007664080262184143,0.01263920021057129,0.0031379899978637694,0.005782750129699707,,,,,,,,,,0.004185410216450691
2020-03-04 09:50:27,0.000304843717151218,0.00013880213101704914,0.00013880213101704914,,,,,,,,,,,,,0.0,0.00425,0.0001710491180419922,0.0005632362365722656,3.50782421875,3.5809140625,8.586484375,7.89919921875,,
2020-03-04 09:51:00,,,,17.76,6.3,10.3,7.28,0.05734399999999999,0.278773,0.070196,0.0,0.0007641800045967102,0.01271660041809082,0.0031365199089050293,0.005751309871673584,,,,,,,,,,0.00415679020807147
2020-03-04 09:51:27,0.0003060416380564372,0.00013864583439297148,0.00013906253708733453,,,,,,,,,,,,,0.0,0.0,0.00011827850341796875,0.00048024749755859377,3.4968154296875,3.673837890625,8.09764453125,7.931046875,,
2020-03-04 09:52:00,,,,17.76,6.2,10.3,7.28,0.050288000000000006,0.263907,0.066057,0.0,0.0007598659992218017,0.012759200096130371,0.003136339902877808,0.005736130237579346,,,,,,,,,,0.0041467598639428616
2020-03-04 09:52:27,0.00030541671646965875,0.00013875007629394532,0.0001386978891160753,,,,,,,,,,,,,0.0,0.000383331298828125,9.616661071777343e-05,0.00044321060180664063,3.401259765625,3.71470703125,8.09894921875,8.05128515625,,
2020-03-04 09:53:00,,,,17.75,6.2,10.3,7.33,0.05164,0.270992,0.069165,0.0,0.0007554469704627991,0.012806699752807618,0.003118419885635376,0.005756869792938233,,,,,,,,,,0.00416016997769475
2020-03-04 09:53:27,0.00030619793468051487,0.00013890624046325684,0.00013890624046325684,,,,,,,,,,,,,0.0,0.00425,8.591461181640624e-05,0.000501516342163086,3.509958984375,3.5543515625,8.14991015625,7.24540625,,
2020-03-04 09:54:00,,,,17.7,6.2,10.3,7.34,0.05192100000000001,0.26357099999999994,0.076069,0.0,0.0007531009912490845,0.01285990047454834,0.003126029968261719,0.00574236011505127,,,,,,,,,,0.00411373982205987
2020-03-04 09:54:27,0.00030526041984558106,0.00013875007629394532,0.00013895829518636069,,,,,,,,,,,,,0.0,0.000933331298828125,8.123970031738282e-05,0.0004931926727294922,3.6137353515625,3.585505859375,8.547421875,6.74766796875,,
2020-03-04 09:55:00,,,,17.75,6.2,10.3,7.35,0.056331000000000006,0.272411,0.075113,0.0,0.0007487199902534485,0.012912599563598633,0.0031242198944091797,0.005713300228118896,,,,,,,,,,0.004094010218977928
2020-03-04 09:55:27,0.00030614587995741105,0.000138854185740153,0.00013901048236423068,,,,,,,,,,,,,0.0,0.002883331298828125,7.883453369140625e-05,0.0005537548065185547,3.588486328125,3.5529248046875,8.40999609375,7.97644921875,,
2020-03-04 09:56:00,,,,17.94,6.2,10.3,7.34,0.053521,0.26968200000000003,0.062891,0.0,0.0007464410066604614,0.012994999885559083,0.00309089994430542,0.005748380184173584,,,,,,,,,,0.004155749920755625
2020-03-04 09:56:27,0.00030567712253994414,0.00013901048236423068,0.0001386978891160753,,,,,,,,,,,,,0.0,0.003983331298828125,7.802581787109375e-05,0.00049468994140625,3.502583984375,3.4872275390625,8.31390625,6.896443359375,,
2020-03-04 09:57:00,,,,17.64,6.1,10.4,7.35,0.058888,0.270336,0.069401,0.0,0.0007421500086784362,0.013009400367736816,0.0030894699096679686,0.005733880043029785,,,,,,,,,,0.004178919829428196
2020-03-04 09:57:27,0.00030598958333333335,0.00013864583439297148,0.00013921870125664605,,,,,,,,,,,,,0.0,0.004933333333333333,7.74383544921875e-05,0.00047824859619140627,3.5449111328125,3.484283203125,8.17126953125,7.027138671875,,
2020-03-04 09:58:00,,,,17.76,6.1,10.4,7.35,0.051818,0.26856599999999997,0.07079099999999999,0.0,0.0007420039772987366,0.013018099784851075,0.003095930099487305,0.005702229976654052,,,,,,,,,,0.004267279990017414
2020-03-04 09:58:27,0.0003059375286102295,0.00013906253708733453,0.00013880213101704914,,,,,,,,,,,,,0.0,0.0021999979654947917,7.704353332519531e-05,0.0005180625915527343,3.479837890625,3.585056640625,8.0735234375,6.79771875,,
2020-03-04 09:59:00,,,,17.98,6.3,10.4,7.34,0.053918,0.26078300000000004,0.061293,0.0,0.0007379459738731384,0.013054300308227539,0.003095639944076538,0.005735270023345947,,,,,,,,,,0.004196459893137217
2020-03-04 09:59:27,0.0003063540988498264,0.00013895829518636069,0.00013880213101704914,,,,,,,,,,,,,0.0,0.002433331298828125,7.65533447265625e-05,0.0005430335998535157,3.5982021484375,3.531021484375,8.1629921875,7.02859375,,
2020-03-04 10:00:00,,,,17.62,6.1,10.4,7.36,0.05403,0.271017,0.06749600000000001,0.0,0.0007359070181846618,0.013055500030517577,0.0030786700248718263,0.005719880104064942,,,,,,,,,,0.004133469890803099
2020-03-04 10:00:27,0.00030520836512247724,0.00013901048236423068,0.00013901048236423068,,,,,,,,,,,,,0.0,0.002183331298828125,7.623481750488281e-05,0.0004884815216064453,3.5549208984375,3.5406357421875,7.793453125,7.3092109375,,
2020-03-04 10:01:00,,,,17.55,6.1,10.4,7.36,0.05279,0.27455900000000005,0.06756699999999999,0.0,0.0007379099726676941,0.01309160041809082,0.0030630600452423097,0.005720210075378418,,,,,,,,,,0.004106389824301004
2020-03-04 10:01:27,0.00030505206849839954,0.00013921870125664605,0.0001385415924919976,,,,,,,,,,,,,0.0,0.001233331298828125,7.61566162109375e-05,0.00045561790466308594,3.506193359375,3.5313583984375,7.85562890625,6.941703125,,
2020-03-04 10:02:00,,,,17.62,6.1,10.4,7.36,0.053494,0.278138,0.068865,0.0,0.0007339680194854737,0.01308810043334961,0.0030709199905395506,0.005703609943389892,,,,,,,,,,0.004199979826807976
2020-03-04 10:02:27,0.00030567712253994414,0.00013864583439297148,0.00013859377966986763,,,,,,,,,,,,,0.0,0.0026499979654947916,7.617568969726563e-05,0.00046738243103027345,3.3960791015625,3.5317373046875,8.0140078125,7.981,,
2020-03-04 10:03:00,,,,17.66,6.1,10.4,7.36,0.05205,0.273824,0.073559,0.0,0.0007340210080146789,0.013047499656677246,0.0030542500019073485,0.0057189598083496095,,,,,,,,,,0.00403640978038311
2020-03-04 10:03:27,0.00030500001377529567,0.00013895829518636069,0.00013901048236423068,,,,,,,,,,,,,0.015,0.0023,7.604026794433593e-05,0.0005644302368164062,3.595146484375,3.575900390625,8.24919140625,6.97301953125,,
2020-03-04 10:04:00,,,,17.61,6.1,10.4,7.37,0.052944,0.273863,0.06604,0.0,0.0007341690063476562,0.013040399551391602,0.0030453999042510988,0.005718500137329102,,,,,,,,,,0.004028140101581812
2020-03-04 10:04:27,0.0003062499894036187,0.00013880213101704914,0.0001386978891160753,,,,,,,,,,,,,0.014166668701171874,0.0008666666666666666,0.0002119922637939453,0.0005761451721191406,3.923625,3.5493369140625,8.34096875,7.358302734375,,
2020-03-04 10:05:00,,,,17.69,6.1,10.5,7.36,0.05288,0.262213,0.06807899999999999,0.0,0.0007325630187988281,0.01301580047607422,0.0030365099906921387,0.005717609882354736,,,,,,,,,,0.003969439771026373
2020-03-04 10:05:27,0.0003053124745686849,0.00013927088843451605,0.0001391666465335422,,,,,,,,,,,,,0.012116666666666666,0.0012833333333333334,0.0005791645050048828,0.0005763111114501954,3.9574921875,3.457984375,8.39696875,6.97908984375,,
2020-03-04 10:06:00,,,,17.72,6.2,10.5,7.36,0.05596,0.280679,0.065427,0.0,0.0007329469919204712,0.012992799758911133,0.0030443499088287354,0.005716660022735596,,,,,,,,,,0.003924480173736811
2020-03-04 10:06:27,0.00030520836512247724,0.00013906253708733453,0.00013890624046325684,,,,,,,,,,,,,0.009266666666666666,0.004116666666666667,0.0010901565551757813,0.0005139675140380859,3.943703125,3.4614296875,8.27207421875,7.27648828125,,
2020-03-04 10:07:00,,,,17.68,6.1,10.5,7.37,0.0517,0.26364699999999996,0.062995,0.0,0.0007312380075454712,0.012939599990844727,0.00303695011138916,0.005699470043182373,,,,,,,,,,0.003911850042641163
2020-03-04 10:07:27,0.00030489577187432185,0.00013875007629394532,0.000138854185740153,,,,,,,,,,,,,0.00775,0.0008666666666666666,0.001467130661010742,0.00045083999633789063,3.895732421875,3.566865234375,8.0813671875,6.97678125,,
2020-03-04 10:08:00,,,,17.7,6.1,10.5,7.37,0.05222600000000001,0.258979,0.05774100000000001,0.0,0.0007294790148735047,0.012925000190734863,0.003019360065460205,0.005698090076446533,,,,,,,,,,0.004216639790683985
2020-03-04 10:08:27,0.00030583328670925566,0.00013895829518636069,0.00013906253708733453,,,,,,,,,,,,,0.00745,0.0042,0.0018787784576416015,0.0005190467834472656,3.875330078125,3.4201064453125,8.2563125,7.1569765625,,
2020-03-04 10:09:00,,,,17.74,6.2,10.5,7.38,0.052515,0.27486400000000005,0.073819,0.0,0.0007256940007209778,0.012947799682617188,0.003019560098648071,0.005712250232696533,,,,,,,,,,0.004234610125422478
2020-03-04 10:09:27,0.00030536466174655493,0.0001385415924919976,0.00013901048236423068,,,,,,,,,,,,,0.005916666666666666,0.0017499979654947916,0.0022177886962890625,0.0005103111267089844,3.88540234375,3.5451708984375,7.88753125,7.200517578125,,
2020-03-04 10:10:00,,,,17.9,6.2,10.5,7.38,0.049881999999999996,0.271834,0.06556999999999999,0.0,0.0007238240242004395,0.012972700119018554,0.002986840009689331,0.005727419853210449,,,,,,,,,,0.004232210107147694
2020-03-04 10:10:27,0.00030520836512247724,0.00013895829518636069,0.00013911459181043838,,,,,,,,,,,,,0.006033331298828125,0.0029833333333333335,0.0024305076599121095,0.0005399532318115235,3.96444140625,3.5246591796875,7.90351171875,7.1371328125,,
2020-03-04 10:11:00,,,,18.3,6.3,10.5,7.37,0.052881,0.26455700000000004,0.06994800000000001,0.0,0.0007199580073356628,0.012969499588012695,0.0029946799278259277,0.005693039894104004,,,,,,,,,,0.004206680227071047
2020-03-04 10:11:27,0.00030619793468051487,0.00013895829518636069,0.00013895829518636069,,,,,,,,,,,,,0.006716666666666667,0.0018999979654947916,0.0024377174377441407,0.0005472755432128906,3.930212890625,3.59699609375,8.13905859375,8.13875,,
2020-03-04 10:12:00,,,,18.26,6.3,10.5,7.37,0.052245,0.27182799999999996,0.06548100000000001,0.0,0.0007180110216140747,0.013003800392150879,0.002980030059814453,0.005722789764404297,,,,,,,,,,0.004177100025117397
